order_id,item_id,product_id,quantity,list_price,discount,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,first_name,last_name,phone,email,street,city,state,zip_code,store_name,phone_store,email_store,street_store,city_store,state_store,zip_code_store,first_name_staff,last_name_staff,email_staff,phone_staff,active,store_id_staff,manager_id,prod_cost
5,1,10,2,1549,0.05,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,Arla,Ellis,NULL,arla.ellis@yahoo.com,127 Crescent Ave. ,Utica,NY,13501,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,1412.95524897
5,2,17,1,429,0.07,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,Arla,Ellis,NULL,arla.ellis@yahoo.com,127 Crescent Ave. ,Utica,NY,13501,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,371.2967544
5,3,26,1,599.99,0.07,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,Arla,Ellis,NULL,arla.ellis@yahoo.com,127 Crescent Ave. ,Utica,NY,13501,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,420.43861257299994
6,1,18,1,449,0.07,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Sharyn,Hopkins,NULL,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,388.6066264
6,2,12,2,549.99,0.05,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Sharyn,Hopkins,NULL,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,385.40147757299997
6,3,20,1,599.99,0.1,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Sharyn,Hopkins,NULL,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,420.43861257299994
6,4,3,2,999.99,0.07,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Sharyn,Hopkins,NULL,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,912.1634082747
6,5,9,2,2999.99,0.07,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Sharyn,Hopkins,NULL,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,1982.9642900969995
7,1,15,1,529.99,0.07,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Laureen,Paul,NULL,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,371.38662357299995
7,2,3,1,999.99,0.1,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Laureen,Paul,NULL,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,912.1634082747
7,3,17,2,429,0.1,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Laureen,Paul,NULL,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,371.2967544
8,1,22,1,269.99,0.05,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Leslie,Higgins,NULL,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,189.193521573
8,2,20,2,599.99,0.07,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Leslie,Higgins,NULL,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,420.43861257299994
9,1,7,2,3999.99,0.1,60,4,2016-01-05,2016-01-08,2016-01-08,1,2,Neil,Mccall,NULL,neil.mccall@gmail.com,7476 Oakland Dr. ,San Carlos,CA,94070,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,2643.9545900969997
10,1,14,1,269.99,0.1,442,4,2016-01-05,2016-01-06,2016-01-06,2,6,Alane,Munoz,(914) 706-7576,alane.munoz@gmail.com,8 Strawberry Dr. ,Yonkers,NY,10701,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,189.193521573
11,1,8,1,1799.99,0.05,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,NULL,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,1189.775930097
11,2,22,2,269.99,0.1,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,NULL,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,189.193521573
11,3,16,2,599.99,0.2,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Tarra,Guerrero,NULL,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,420.43861257299994
12,1,4,2,2899.99,0.1,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,1916.8652600969997
12,2,11,1,1680.99,0.05,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,1533.3529012047
13,1,13,1,269.99,0.1,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,NULL,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,189.193521573
13,2,17,2,429,0.05,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,NULL,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,371.2967544
13,3,20,2,599.99,0.1,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,NULL,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,420.43861257299994
13,4,16,2,599.99,0.05,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Patience,Clayton,NULL,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,420.43861257299994
14,1,6,1,469.99,0.07,258,4,2016-01-09,2016-01-11,2016-01-12,1,3,Maribel,William,NULL,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,428.7119673747
15,1,12,2,549.99,0.07,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,385.40147757299997
15,2,8,1,1799.99,0.07,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,1189.775930097
15,3,18,2,449,0.05,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,388.6066264
15,4,23,2,299.99,0.2,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,210.215802573
16,1,8,1,1799.99,0.2,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,NULL,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,1189.775930097
16,2,21,1,269.99,0.05,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,NULL,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,189.193521573
16,3,13,2,269.99,0.07,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,NULL,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,189.193521573
16,4,14,1,269.99,0.07,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Lea,Key,NULL,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,189.193521573
17,1,8,1,1799.99,0.07,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,1189.775930097
17,2,23,1,299.99,0.1,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,210.215802573
17,3,5,1,1320.99,0.1,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,873.2141517990001
17,4,20,2,599.99,0.2,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,420.43861257299994
18,1,2,2,749.99,0.2,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,486.99895659399994
18,2,22,1,269.99,0.05,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,189.193521573
18,3,7,1,3999.99,0.1,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,2643.9545900969997
18,4,25,2,499.99,0.05,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,350.364342573
18,5,9,2,2999.99,0.1,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,1982.9642900969995
19,1,10,1,1549,0.07,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Norine,Huffman,NULL,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,1412.95524897
19,2,9,2,2999.99,0.2,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Norine,Huffman,NULL,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,1982.9642900969995
20,1,9,1,2999.99,0.07,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Randee,Pitts,NULL,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,1982.9642900969995
20,2,10,2,1549,0.07,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Randee,Pitts,NULL,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,1412.95524897
21,1,14,1,269.99,0.05,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,NULL,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,189.193521573
21,2,17,1,429,0.1,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,NULL,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,371.2967544
21,3,10,1,1549,0.07,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Neoma,Daugherty,NULL,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,1412.95524897
22,1,15,2,529.99,0.2,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Tangela,Hurley,NULL,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,371.38662357299995
22,2,22,1,269.99,0.05,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Tangela,Hurley,NULL,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,189.193521573
23,1,4,2,2899.99,0.05,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,NULL,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,1916.8652600969997
23,2,23,2,299.99,0.1,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,NULL,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,210.215802573
23,3,13,1,269.99,0.2,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Drucilla,Gilliam,NULL,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,189.193521573
24,1,3,2,999.99,0.1,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Ashton,Lott,NULL,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,912.1634082747
24,2,18,2,449,0.07,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,Ashton,Lott,NULL,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,388.6066264
25,1,23,2,299.99,0.2,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,NULL,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,210.215802573
25,2,10,2,1549,0.2,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,Sam,Lester,NULL,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,1412.95524897
